Ad Concatenation,Ad type,Final URL,Headline 1,Headline 2,Headline 3,Description,Description 2,Path 1,Path 2,Auto-applied ad suggestion,Mobile final URL,Tracking template,Final URL suffix,Custom parameter,Campaign,Category,Ad group,Status,Clicks,Impr.,CTR,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate
DKI;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,DKI,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Retirement,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Rewards&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Retirement,Approved,19,572,3.32%,2.48,47.14,2,23.57,10.53%
DKI;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,DKI,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Sales%20Award&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Rewards,Approved,11,247,4.45%,2.95,32.48,0,0.00,0.00%
Blueboard Employee Recognition;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Recognition,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Recognition,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Recognition&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Recognition,Approved,12,718,1.67%,15.56,186.67,0,0.00,0.00%
"Blueboard Experiential Rewards;The Future of Employee Rewards;A Better Way to Reward Talent;Gift Employees With Their Choice From Hundreds of Custom, Curated Experiences.;Wide selection of Experiential Rewards: Cooking Lessons, Skydiving, Spa, Travel.",Expanded text ad,https://www.blueboard.com/,Blueboard Experiential Rewards,The Future of Employee Rewards,A Better Way to Reward Talent,"Gift Employees With Their Choice From Hundreds of Custom, Curated Experiences.","Wide selection of Experiential Rewards: Cooking Lessons, Skydiving, Spa, Travel.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Perks&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Perks,Approved,0,17,0.00%,--,0.00,0,0.00,0.00%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Appreciation,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Appreciation&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Appreciation,Approved,12,179,6.70%,2.12,25.39,0,0.00,0.00%
"Unique Employee Perks Ideas;Blueboard Experiential Rewards;A Better Way to Reward Talent;Your Employees Want Experiences. Let Them Choose From Over 100+ Curated Choices.;Reward Top Talent with an Experience - Spa Day, Music Lesson, Bucket List Travel.",Expanded text ad,https://www.blueboard.com/,Unique Employee Perks Ideas,Blueboard Experiential Rewards,A Better Way to Reward Talent,Your Employees Want Experiences. Let Them Choose From Over 100+ Curated Choices.,"Reward Top Talent with an Experience - Spa Day, Music Lesson, Bucket List Travel.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Perks&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Perks,Approved,56,1885,2.97%,1.97,110.23,1,110.23,1.79%
"Create Memorable Recognition;Employee Anniversary Ideas;Anniversary Gift Ideas;Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices;Employee Anniversary Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Create Memorable Recognition,Employee Anniversary Ideas,Anniversary Gift Ideas,Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices,"Employee Anniversary Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Anniversary&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Anniversary,Approved,0,4,0.00%,--,0.00,0,0.00,0.00%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Spiff,Program,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Spiffs&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Spiffs,Approved,1,210,0.48%,2.43,2.43,0,0.00,0.00%
"Unique Employee Perks Ideas;Blueboard Experiential Rewards;A Better Way to Reward Talent;Your Employees Want Experiences. Let Them Choose From Over 100+ Curated Choices.;Reward Top Talent with an Experience - Spa Day, Music Lesson, Bucket List Travel.",Expanded text ad,https://www.blueboard.com/,Unique Employee Perks Ideas,Blueboard Experiential Rewards,A Better Way to Reward Talent,Your Employees Want Experiences. Let Them Choose From Over 100+ Curated Choices.,"Reward Top Talent with an Experience - Spa Day, Music Lesson, Bucket List Travel.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Perks&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Perks,Approved,8,240,3.33%,3.39,27.11,0,0.00,0.00%
"Blueboard Appreciation Ideas;Employee Birthday Ideas;Create Memorable Recognition;Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Appreciation Ideas,Employee Birthday Ideas,Create Memorable Recognition,Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Employee%20Birthday&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Employee Birthday,Approved,0,3,0.00%,--,0.00,0,0.00,0.00%
Blueboard Incentive Travel;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Blueboard Incentive Travel,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Incentive,Travel,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Travel&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Travel,Approved,0,18,0.00%,--,0.00,0,0.00,0.00%
"Employee Appreciation Ideas;Blueboard Employee Rewards;Reward with Blueboard;Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Employee Appreciation Ideas,Blueboard Employee Rewards,Reward with Blueboard,Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Appreciation&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Appreciation,Approved,5,62,8.06%,3.45,17.26,1,17.26,20.00%
"Blueboard Employee Rewards;Reward with Blueboard;A Better Way to Reward Talent;Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,Reward with Blueboard,A Better Way to Reward Talent,Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Rewards&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Rewards,Approved,0,3,0.00%,--,0.00,0,0.00,0.00%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Retirement,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Retirement&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Retirement,Approved,2,42,4.76%,3.17,6.33,0,0.00,0.00%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Spiff,Program,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Spiffs&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Spiffs,Approved,3,75,4.00%,3.80,11.40,0,0.00,0.00%
Blueboard Bonus Program;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Bonus Program,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Bonus,Program,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Bonus&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Bonus,Approved,2,149,1.34%,1.13,2.25,0,0.00,0.00%
"Employee Appreciation Ideas;Blueboard Employee Rewards;Reward with Blueboard;Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Employee Appreciation Ideas,Blueboard Employee Rewards,Reward with Blueboard,Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Appreciation&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Appreciation,Approved,4,73,5.48%,3.69,14.74,0,0.00,0.00%
Blueboard Employee Awards;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Awards,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Awards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Alpha&utm_term=Brand%20Awards&utm_content={device},--,,Google_Search_Brand_AllGeos_Alpha,Brand,Brand Awards,Approved,0,1,0.00%,--,0.00,0,0.00,0.00%
Employee Appreciation Gifts;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Employee Appreciation Gifts,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Appreciation,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Appreciation&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Appreciation,Approved,1,40,2.50%,0.64,0.64,0,0.00,0.00%
"Blueboard Employee Rewards;Reward with Blueboard;A Better Way to Reward Talent;Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,Reward with Blueboard,A Better Way to Reward Talent,Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Alpha&utm_term=Brand%20Awards&utm_content={device},--,,Google_Search_Brand_AllGeos_Alpha,Brand,Brand Awards,Approved,0,1,0.00%,--,0.00,0,0.00,0.00%
DKI;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,DKI,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Alpha&utm_term=Brand%20Awards&utm_content={device},--,,Google_Search_Brand_AllGeos_Alpha,Brand,Brand Rewards,Approved,4,7,57.14%,0.63,2.50,0,0.00,0.00%
Blueboard Retirement Gifts;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Retirement Gifts,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Retirement,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Retirement&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Retirement,Approved,6,113,5.31%,2.78,16.70,0,0.00,0.00%
"Blueboard Sales Awards;The Future of Employee Rewards;A Better Way to Reward Talent;Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Sales Awards,The Future of Employee Rewards,A Better Way to Reward Talent,Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Sales%20Award&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Sales Award,Approved,0,9,0.00%,--,0.00,0,0.00,0.00%
