Ad Concatenation,Ad type,Final URL,Headline 1,Headline 2,Headline 3,Description,Description 2,Path 1,Path 2,Auto-applied ad suggestion,Mobile final URL,Tracking template,Final URL suffix,Custom parameter,Campaign,Category,Ad group,Status,Clicks,Impr.,CTR,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate
DKI;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,DKI,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Sales%20Award&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Rewards,Approved,321,3245,9.89%,1.91,614.56,3,230.46,0.83%
Blueboard Sales Incentives;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Sales Incentives,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Incentive,Program,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Sales%20Incentive&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Sales Incentive,Approved,2,87,2.30%,2.39,4.78,0,0.00,0.00%
Blueboard Incentive Travel;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Incentive Travel,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Incentive,Travel,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Travel&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Travel,Approved,12,178,6.74%,4.41,52.96,1,52.96,8.33%
DKI;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,DKI,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Perks,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Recognition&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Perks,Approved,119,1973,6.03%,1.58,188.60,0,0.00,0.00%
Blueboard Employee Rewards;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Rewards&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Rewards,Approved,81,1789,4.53%,3.52,284.85,0,0.00,0.00%
Blueboard Employee Gifts;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Gifts,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Gifts,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Gifts&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Gifts,Approved,42,1203,3.49%,2.27,95.33,0,0.00,0.00%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Retirement,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Retirement&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Retirement,Approved,64,1241,5.16%,1.86,119.04,0,0.00,0.00%
"Blueboard Employee Rewards;Reward with Blueboard;A Better Way to Reward Talent;Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,Reward with Blueboard,A Better Way to Reward Talent,Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Pricing&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Pricing,Approved,0,1,0.00%,--,0.00,0,0.00,0.00%
Blueboard Employee Experiences;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Experiences,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Experiences,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Experiences&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Experiences,Approved,2,3,66.67%,1.29,2.58,0,0.00,0.00%
"A Better Way to Reward Talent;Blueboard Experiential Rewards;Create Memorable Recognition;Your Employees Want Experiences. Let Them Choose From Over 100+ Curated Choices.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,A Better Way to Reward Talent,Blueboard Experiential Rewards,Create Memorable Recognition,Your Employees Want Experiences. Let Them Choose From Over 100+ Curated Choices.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_Competitor_AllGeos_Alpha&utm_term=Competitor&utm_content={device},--,,Google_Search_NB_Competitor_AllGeos_Alpha,NB,Competitor,Approved,31,749,4.14%,7.20,223.09,0,0.00,0.00%
Blueboard Employee Rewards;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Core&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Core,Approved,21,266,7.89%,5.18,108.76,0,0.00,0.00%
"Blueboard Employee Rewards;The Future of Employee Rewards;A Better Way to Reward Talent;Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,The Future of Employee Rewards,A Better Way to Reward Talent,Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Pricing&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Pricing,Approved,0,4,0.00%,--,0.00,0,0.00,0.00%
"Blueboard Employee Rewards;Reward with Blueboard;A Better Way to Reward Talent;Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,Reward with Blueboard,A Better Way to Reward Talent,Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Experiences&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Experiences,Approved,1,2,50.00%,1.24,1.24,0,0.00,0.00%
"Blueboard Experiential Rewards;Give Better. Get Better.;Rewards that Wow;Employees Choose from Spa Days, Golf Lessons, VIP Concerts, Bucket List Travel, and More.;Celebrate and Recognize Top Employees with Personalized and Meaningful Rewards.",Expanded text ad,https://www.blueboard.com/,Blueboard Experiential Rewards,Give Better. Get Better.,Rewards that Wow,"Employees Choose from Spa Days, Golf Lessons, VIP Concerts, Bucket List Travel, and More.",Celebrate and Recognize Top Employees with Personalized and Meaningful Rewards.,Employee,Rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_Competitor_AllGeos_Alpha&utm_term=Competitor&utm_content={device},--,,Google_Search_NB_Competitor_AllGeos_Alpha,NB,Competitor,Approved,2,39,5.13%,6.73,13.46,0,0.00,0.00%
"Blueboard Employee Rewards;Reward with Blueboard;A Better Way to Reward Talent;Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,Reward with Blueboard,A Better Way to Reward Talent,Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Rewards&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Rewards,Approved,0,12,0.00%,--,0.00,0,0.00,0.00%
Blueboard Sales Awards;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Sales Awards,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Sales-Awards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Sales%20Award&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Sales Award,Approved,3,57,5.26%,1.34,4.02,0,0.00,0.00%
Blueboard Spiff Program;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Blueboard Spiff Program,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Spiff,Program,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Spiffs&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Spiffs,Approved,0,10,0.00%,--,0.00,0,0.00,0.00%
Blueboard Incentive Travel;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Blueboard Incentive Travel,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Incentive,Travel,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Travel&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Travel,Approved,1,95,1.05%,3.14,3.14,0,0.00,0.00%
"Blueboard Employee Rewards;Exciting Tenure Awards;Anniversary Gift Ideas;Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices;Employee Anniversary Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,Exciting Tenure Awards,Anniversary Gift Ideas,Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices,"Employee Anniversary Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Anniversary&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Anniversary,Approved,0,6,0.00%,--,0.00,0,0.00,0.00%
Blueboard Employee Perks;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Perks,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Perks,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Perks&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Perks,Approved,5,224,2.23%,8.28,41.42,0,0.00,0.00%
Blueboard Sales Awards;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Sales Awards,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Sales-Awards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Sales%20Award&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Sales Award,Approved,0,28,0.00%,--,0.00,0,0.00,0.00%
"Blueboard Appreciation Ideas;Employee Birthday Ideas;Create Memorable Recognition;Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Appreciation Ideas,Employee Birthday Ideas,Create Memorable Recognition,Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Employee%20Birthday&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Employee Birthday,Approved,0,1,0.00%,--,0.00,0,0.00,0.00%
Blueboard Employee Incentives;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Incentives,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Incentives,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Incentive&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Incentive,Approved,2,62,3.23%,3.95,7.90,0,0.00,0.00%
Employee Birthday Gifts;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Employee Birthday Gifts,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Birthday-Gifts,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Employee%20Birthday&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Employee Birthday,Approved,2,51,3.92%,2.74,5.47,0,0.00,0.00%
Blueboard Incentive Travel;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Incentive Travel,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Incentive,Travel,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Travel&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Travel,Approved,18,274,6.57%,8.50,152.92,1,152.92,5.56%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Alpha&utm_term=Brand%20Rewards&utm_content={device},--,,Google_Search_Brand_AllGeos_Alpha,Brand,Brand Rewards,Approved,1,3,33.33%,0.77,0.77,0,0.00,0.00%
"Blueboard Employee Rewards;Celebrate Remote Employees;Tips for Your Remote Workforce;Keep Remote Teams Engaged with Experiential Rewards, and Build Authentic Stories.;They Choose from Experiences like Spa Days, Golf Lessons, VIP Concerts, Travel, and More.",Expanded text ad,https://www.blueboard.com/blog/rewarding-remotely-tips-for-celebrating-your-remote-employees,Blueboard Employee Rewards,Celebrate Remote Employees,Tips for Your Remote Workforce,"Keep Remote Teams Engaged with Experiential Rewards, and Build Authentic Stories.","They Choose from Experiences like Spa Days, Golf Lessons, VIP Concerts, Travel, and More.",remote,rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=remote&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,remote,Approved,1,200,0.50%,26.70,26.70,0,0.00,0.00%
Blueboard Sales Awards;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Blueboard Sales Awards,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Sales-Awards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Sales%20Award&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Sales Award,Approved,2,36,5.56%,3.37,6.74,0,0.00,0.00%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Sales-Awards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Sales%20Award&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Sales Award,Approved,6,29,20.69%,2.99,17.96,0,0.00,0.00%
"Unique Sales Incentive Ideas;Blueboard Experiential Rewards;A Better Way to Reward Talent;Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Unique Sales Incentive Ideas,Blueboard Experiential Rewards,A Better Way to Reward Talent,Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Sales%20Incentive&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Sales Incentive,Approved,0,6,0.00%,--,0.00,0,0.00,0.00%
Blueboard Employee Recognition;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Recognition,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Recognition,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Recognition&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Recognition,Approved,136,2184,6.23%,2.38,324.30,3,108.10,2.21%
DKI;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,DKI,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Bonus,Program,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Celebrate%20Employee&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Bonus,Approved,24,824,2.91%,1.58,37.93,0,0.00,0.00%
Blueboard Sales Awards;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Blueboard Sales Awards,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Sales-Awards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Sales%20Award&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Sales Award,Approved,0,12,0.00%,--,0.00,0,0.00,0.00%
Employee Anniversary Gifts;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Employee Anniversary Gifts,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Anniversary,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Anniversary&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Anniversary,Approved,72,1199,6.01%,2.54,182.54,1,182.54,1.39%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Birthday-Gifts,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Employee%20Birthday&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Employee Birthday,Approved,1,10,10.00%,3.80,3.80,0,0.00,0.00%
